StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 08:54:03,156,10,2910,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
1,120,131,138,96,102,1000,1000,1000,1000,1000
2,121,131,138,101,105,1000,1000,1000,1000,1000
3,121,131,138,101,105,1000,1000,1000,1000,1000
4,120,132,138,105,109,1000,1000,1000,1000,1000
5,120,132,138,105,109,1000,1000,1000,1000,1000
6,121,132,141,111,115,1000,1000,1000,1000,1000
7,121,132,141,111,115,1000,1000,1000,1000,1000
8,121,132,141,111,120,1000,1000,1000,1000,1000
9,122,132,143,117,120,1000,1000,1000,1000,1000
10,122,132,143,117,120,1000,1000,1000,1000,1000
11,124,133,144,121,126,1000,1000,1000,1000,1000
12,124,133,144,121,126,1000,1000,1000,1000,1000
13,125,133,148,127,131,1000,1000,1000,1000,1000
14,125,133,148,127,131,1000,1000,1000,1000,1000
15,129,136,148,132,138,1000,1000,1000,1000,1000
16,129,136,148,132,138,1000,1000,1000,1000,1000
17,131,135,151,136,142,1000,1000,1000,1000,1000
18,131,135,151,136,142,1000,1000,1000,1000,1000
19,131,135,151,136,142,1000,1000,1000,1000,1000
20,132,137,157,147,147,1000,1000,1000,1000,1000
21,132,137,157,147,147,1000,1000,1000,1000,1000
22,137,140,160,151,153,1000,1000,1000,1000,1000
23,137,140,160,151,153,1000,1000,1000,1000,1000
24,141,140,163,155,160,1000,1000,1000,1000,1000
25,141,140,163,155,160,1000,1000,1000,1000,1000
26,145,142,168,161,164,1000,1000,1000,1000,1000
27,145,142,168,161,164,1000,1000,1000,1000,1000
28,148,144,172,167,170,1000,1000,1000,1000,1000
29,148,144,172,167,170,1000,1000,1000,1000,1000
30,148,144,172,167,170,1000,1000,1000,1000,1000
31,153,147,177,173,176,1000,1000,1000,1000,1000
32,153,147,177,173,176,1000,1000,1000,1000,1000
33,156,149,180,178,182,1000,1000,1000,1000,1000
34,156,149,180,178,182,1000,1000,1000,1000,1000
35,160,151,185,185,189,1000,1000,1000,1000,1000
36,160,151,185,185,189,1000,1000,1000,1000,1000
37,166,156,190,190,194,210,1000,1000,1000,1000
38,166,156,190,190,194,210,1000,1000,1000,1000
39,166,156,190,190,200,1000,1000,1000,1000,1000
40,170,158,194,197,200,1000,1000,1000,1000,1000
41,170,158,194,197,200,1000,1000,1000,1000,1000
42,174,161,200,203,205,1000,1000,1000,1000,1000
43,174,161,200,203,205,1000,1000,1000,1000,1000
44,178,166,204,209,211,1000,1000,1000,1000,1000
45,178,166,204,209,211,1000,1000,1000,1000,1000
46,184,169,208,215,218,120,1000,1000,1000,1000
47,184,169,208,215,218,120,1000,1000,1000,1000
48,188,171,215,221,223,1000,1000,1000,1000,1000
49,188,171,215,221,223,1000,1000,1000,1000,1000
50,188,171,215,221,228,1000,1000,1000,1000,1000
51,193,175,219,226,228,1000,1000,1000,1000,1000
52,193,175,219,226,228,1000,1000,1000,1000,1000
53,199,180,224,232,236,45,1000,1000,1000,1000
54,199,180,224,232,236,45,1000,1000,1000,1000
55,204,185,229,238,242,1000,1000,1000,1000,1000
