StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 14:17:47,153,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
0,1359,1361,1346,1466,1464,1000,165,260,175,350
1,1358,1356,1346,1466,1464,1000,165,260,175,350
2,1355,1342,1347,1466,1464,1000,165,330,175,245
3,1355,1342,1347,1466,1464,1000,165,330,175,245
4,1355,1342,1347,1466,1464,1000,165,1000,175,345
5,1351,1332,1347,1466,1464,1000,165,1000,175,345
6,1351,1332,1347,1466,1464,1000,165,1000,175,345
7,1345,1326,1349,1466,1465,1000,165,1000,70,135
8,1345,1326,1349,1466,1465,1000,165,1000,70,135
9,1340,1323,1350,1466,1464,1000,165,1000,275,230
10,1340,1323,1350,1466,1464,1000,165,1000,275,230
11,1338,1321,1349,1467,1464,1000,60,1000,175,335
12,1338,1321,1349,1467,1464,1000,60,1000,175,335
13,1337,1319,1350,1466,1464,1000,165,1000,175,230
14,1337,1319,1350,1466,1464,1000,165,1000,175,230
15,1337,1319,1350,1466,1464,1000,165,1000,175,330
16,1336,1317,1350,1466,1464,1000,165,1000,175,330
17,1336,1317,1350,1466,1464,1000,165,1000,175,330
18,1337,1316,1350,1466,1464,0,165,1000,175,330
19,1337,1316,1350,1466,1464,0,165,1000,175,330
20,1337,1316,1350,1467,1465,355,60,460,70,330
21,1337,1316,1350,1467,1465,355,60,460,70,330
22,1338,1315,1349,1466,1465,0,165,1000,170,335
23,1338,1315,1349,1466,1465,0,165,1000,170,335
24,1338,1315,1349,1466,1465,0,165,465,170,335
25,1339,1315,1349,1466,1465,0,165,465,170,335
26,1339,1315,1349,1466,1465,0,165,465,170,345
27,1340,1315,1347,1466,1465,0,165,465,170,345
28,1340,1315,1347,1466,1465,0,165,465,170,345
29,1340,1317,1346,1466,1465,340,165,0,170,350
30,1340,1317,1346,1466,1465,340,165,0,170,350
31,1341,1317,1346,1466,1465,0,165,455,170,350
32,1341,1317,1346,1466,1465,0,165,455,170,350
33,1341,1317,1346,1466,1464,0,165,0,275,350
34,1343,1319,1346,1466,1464,0,165,0,275,350
35,1343,1319,1346,1466,1465,325,165,0,70,355
36,1343,1321,1345,1466,1465,325,165,0,70,355
37,1343,1321,1345,1466,1465,325,165,0,70,355
38,1343,1323,1345,1467,1465,325,60,0,170,355
39,1343,1323,1345,1467,1465,325,60,0,170,355
40,1344,1325,1344,1467,1466,0,160,0,65,360
41,1344,1325,1344,1467,1466,0,160,0,65,360
42,1344,1327,1345,1467,1465,320,160,0,170,255
43,1344,1327,1345,1467,1465,320,160,0,170,255
44,1345,1329,1344,1467,1466,0,160,0,65,360
45,1345,1329,1344,1467,1466,0,160,0,65,360
46,1345,1329,1344,1467,1466,0,160,0,170,360
47,1345,1332,1344,1467,1465,315,160,0,170,360
48,1345,1332,1344,1467,1465,315,160,0,170,255
49,1345,1333,1345,1467,1465,315,160,0,170,255
50,1345,1333,1345,1467,1465,315,160,0,170,255
51,1346,1335,1344,1467,1466,0,160,0,65,360
52,1346,1335,1344,1467,1466,0,160,0,65,360
53,1346,1337,1345,1467,1465,310,160,0,170,255
54,1346,1337,1345,1467,1465,310,160,0,170,255
55,1346,1337,1345,1467,1465,315,160,0,170,355
56,1345,1338,1345,1467,1465,315,160,0,170,355
57,1345,1338,1345,1467,1465,315,165,0,170,250
58,1345,1339,1346,1466,1465,315,165,0,170,250
59,1345,1339,1346,1466,1465,315,165,0,170,250
60,1347,1341,1347,1468,1466,0,0,0,65,245
61,1347,1341,1347,1468,1466,0,0,0,65,245
62,1346,1343,1347,1467,1466,310,160,0,165,345
63,1346,1343,1347,1467,1466,310,160,0,165,345
64,1346,1343,1347,1468,1466,310,55,325,165,345
65,1346,1343,1347,1468,1466,310,55,325,165,345
66,1346,1343,1349,1467,1466,0,160,0,165,135
67,1347,1344,1349,1467,1466,0,160,0,165,135
68,1347,1344,1349,1467,1466,0,160,0,165,335
69,1347,1345,1349,1468,1466,305,55,0,165,335
70,1347,1345,1349,1468,1466,305,55,0,165,335
71,1349,1344,1350,1467,1465,0,160,320,170,230
72,1349,1344,1350,1467,1465,0,160,320,170,230
73,1349,1344,1350,1467,1465,295,160,320,170,330
74,1349,1344,1350,1467,1465,295,160,320,170,330
75,1349,1344,1350,1467,1465,295,160,320,170,330
76,1349,1344,1350,1467,1465,295,160,320,170,330
77,1349,1344,1350,1467,1465,295,160,320,170,225
