StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 15:50:39,155,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,UpPWM,MiddlePWM,LoPWM,FrontPWM
69,1372,1310,1373,1465,1463,180,65,490,180,220
70,1372,1310,1372,1466,1463,180,65,490,180,220
71,1372,1310,1372,1466,1463,180,65,490,180,115
72,1372,1311,1373,1466,1463,180,165,0,180,115
73,1372,1311,1373,1466,1463,180,165,0,180,115
74,1371,1311,1372,1466,1463,185,165,485,180,220
75,1371,1311,1372,1466,1463,185,165,485,180,220
76,1372,1312,1371,1466,1463,0,165,0,180,225
77,1372,1312,1371,1466,1463,0,165,0,180,225
78,1372,1312,1371,1466,1464,180,165,0,75,120
79,1372,1313,1372,1466,1464,180,165,0,75,120
80,1372,1313,1372,1466,1464,180,165,475,175,225
81,1372,1313,1371,1466,1464,180,165,475,175,225
82,1372,1313,1371,1466,1464,180,165,475,175,225
83,1372,1313,1371,1467,1464,180,60,475,175,225
84,1372,1313,1371,1467,1464,180,60,475,175,225
85,1372,1313,1371,1467,1463,180,160,475,180,225
86,1372,1313,1371,1467,1463,180,160,475,180,225
87,1372,1315,1371,1467,1464,0,160,0,75,225
88,1373,1315,1371,1467,1464,0,160,0,75,225
89,1373,1315,1371,1467,1463,180,160,465,180,230
90,1372,1315,1370,1467,1463,180,160,465,180,230
91,1372,1315,1370,1467,1463,0,160,465,180,235
92,1373,1315,1369,1467,1463,0,160,465,180,235
93,1373,1315,1369,1467,1463,0,160,465,180,235
94,1374,1316,1369,1467,1463,0,160,0,180,235
95,1374,1316,1369,1467,1463,0,160,0,180,235
96,1373,1315,1369,1467,1463,175,160,465,180,235
97,1373,1315,1369,1467,1463,175,160,465,180,235
98,1373,1315,1368,1468,1464,175,55,465,75,240
99,1373,1315,1368,1468,1464,175,55,465,75,240
100,1373,1315,1368,1468,1464,0,155,465,175,240
101,1374,1315,1368,1468,1464,0,155,465,175,240
102,1374,1315,1368,1468,1464,170,155,475,180,245
103,1374,1313,1367,1468,1463,170,155,475,180,245
104,1374,1313,1367,1468,1463,170,155,475,180,245
105,1373,1313,1367,1468,1464,175,155,475,75,245
106,1373,1313,1367,1468,1464,175,155,475,75,245
107,1374,1312,1367,1469,1463,0,50,480,180,245
108,1374,1312,1367,1469,1463,0,50,480,180,245
109,1374,1312,1367,1468,1464,175,155,480,75,245
110,1373,1312,1367,1468,1464,175,155,480,75,245
111,1373,1312,1367,1468,1463,0,155,480,180,245
112,1375,1312,1367,1468,1463,0,155,480,180,245
113,1375,1312,1367,1468,1463,0,155,480,180,245
114,1375,1312,1366,1469,1463,165,50,480,180,250
115,1375,1312,1366,1469,1463,165,50,480,180,250
116,1375,1312,1366,1469,1464,165,150,480,75,250
117,1375,1312,1366,1469,1464,165,150,480,75,250
118,1374,1312,1366,1468,1463,170,155,480,180,250
119,1374,1312,1366,1468,1463,170,155,480,180,250
120,1375,1313,1366,1468,1463,0,155,0,180,250
121,1375,1313,1366,1468,1463,0,155,0,180,250
122,1375,1313,1365,1468,1463,165,155,475,180,255
123,1375,1313,1365,1468,1463,165,155,475,180,255
124,1375,1313,1365,1468,1463,165,155,475,180,255
125,1374,1315,1366,1469,1464,170,50,0,75,150
126,1374,1315,1366,1469,1464,170,50,0,75,150
127,1375,1316,1365,1469,1463,0,150,0,180,255
128,1375,1316,1365,1469,1463,0,150,0,180,255
129,1375,1318,1366,1469,1464,165,150,0,75,150
130,1375,1318,1366,1469,1464,165,150,0,75,150
131,1375,1318,1366,1470,1464,165,45,450,175,250
132,1375,1318,1366,1470,1464,165,45,450,175,250
133,1375,1318,1366,1470,1464,165,45,0,175,250
134,1375,1320,1366,1469,1464,165,150,0,175,250
135,1375,1320,1366,1469,1464,165,150,0,175,250
136,1375,1322,1366,1469,1463,165,150,0,180,250
137,1375,1322,1366,1469,1463,165,150,0,180,250
138,1375,1323,1366,1468,1463,165,155,0,180,250
139,1375,1323,1366,1468,1463,165,155,0,180,250
140,1375,1326,1366,1469,1464,165,50,0,75,250
141,1375,1326,1366,1469,1464,165,50,0,75,250
142,1375,1326,1366,1469,1463,165,150,0,180,250
143,1375,1328,1366,1469,1463,165,150,0,180,250
144,1375,1328,1366,1469,1463,165,150,0,75,250
145,1376,1330,1366,1469,1464,0,150,0,75,250
146,1376,1330,1366,1469,1464,0,150,0,75,250
147,1376,1333,1366,1470,1463,160,45,0,180,250
148,1376,1333,1366,1470,1463,160,45,0,180,250
149,1378,1336,1367,1470,1464,0,145,0,75,145
150,1378,1336,1367,1470,1464,0,145,0,75,145
151,1378,1338,1367,1469,1464,150,150,0,175,245
152,1378,1338,1367,1469,1464,150,150,0,175,245
153,1378,1338,1367,1468,1464,150,155,0,175,140
154,1378,1339,1368,1468,1464,150,155,0,175,140
155,1378,1339,1368,1468,1464,150,155,0,175,140
156,1378,1340,1367,1468,1464,150,155,0,175,245
157,1378,1340,1367,1468,1464,150,155,0,175,245
158,1379,1342,1368,1467,1464,0,160,0,175,140
159,1379,1342,1368,1467,1464,0,160,0,175,140
160,1380,1341,1367,1468,1464,0,55,335,175,245
161,1380,1341,1367,1468,1464,0,55,335,175,245
162,1379,1343,1368,1467,1464,145,160,0,175,140
163,1379,1343,1368,1467,1464,145,160,0,175,140
164,1379,1343,1368,1467,1464,145,160,325,175,240
