StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 10:44:38,153,10,3051,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 100, 1, 32767, -50, 22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
1,1400,1410,1390,1466,1464,0,165,0,175,130
2,1400,1410,1390,1466,1464,40,165,0,175,130
3,1400,1411,1390,1466,1464,40,165,0,175,130
4,1400,1411,1390,1466,1464,40,270,0,175,130
5,1399,1411,1390,1465,1464,1000,270,0,175,130
6,1399,1411,1390,1465,1464,1000,270,0,175,130
7,1400,1411,1390,1466,1464,0,65,0,175,130
8,1400,1411,1390,1466,1464,0,65,0,175,130
9,1400,1412,1390,1466,1464,40,165,0,175,130
10,1400,1412,1390,1466,1464,40,165,0,175,130
11,1401,1412,1390,1466,1464,0,165,0,175,130
12,1401,1412,1390,1466,1464,0,165,0,175,130
13,1401,1412,1390,1466,1464,35,165,0,175,130
14,1401,1413,1390,1466,1464,35,165,0,175,130
15,1401,1413,1390,1466,1464,35,165,0,70,130
16,1401,1413,1390,1467,1465,35,60,0,70,130
17,1401,1413,1390,1467,1465,35,60,0,70,130
18,1403,1413,1390,1467,1465,0,160,0,170,130
19,1403,1413,1390,1467,1465,0,160,0,170,130
20,1404,1415,1390,1467,1465,0,160,0,170,130
21,1404,1415,1390,1467,1465,0,160,0,170,130
22,1404,1415,1390,1467,1465,0,160,0,170,130
23,1404,1415,1390,1467,1465,0,160,0,170,130
24,1404,1415,1390,1467,1465,0,160,0,170,130
25,1405,1415,1390,1467,1465,0,160,0,170,130
26,1405,1415,1390,1467,1465,0,160,0,170,130
27,1405,1415,1390,1467,1465,0,160,0,170,130
28,1405,1415,1390,1467,1465,0,160,0,170,130
29,1406,1415,1390,1468,1465,0,55,0,170,130
30,1406,1415,1390,1468,1465,0,55,0,170,130
31,1407,1416,1390,1468,1466,0,155,0,65,130
32,1407,1416,1390,1468,1466,0,155,0,65,130
33,1407,1416,1390,1468,1466,0,155,955,165,130
34,1407,1415,1390,1468,1466,0,155,955,165,130
35,1407,1415,1390,1468,1466,0,155,0,165,130
36,1407,1415,1390,1468,1466,0,155,0,165,130
37,1407,1415,1390,1468,1466,0,155,0,165,130
38,1408,1416,1390,1468,1466,0,155,0,165,130
39,1408,1416,1390,1468,1466,0,155,0,165,130
40,1408,1415,1390,1469,1466,0,50,955,165,130
41,1408,1415,1390,1469,1466,0,50,955,165,130
42,1408,1416,1390,1469,1467,0,150,0,60,130
43,1408,1416,1390,1469,1467,0,150,0,60,130
44,1408,1416,1390,1469,1467,0,150,0,160,130
45,1408,1416,1390,1469,1467,0,150,0,160,130
46,1408,1416,1390,1469,1467,0,150,0,160,130
47,1408,1416,1390,1469,1467,0,150,0,160,130
48,1408,1416,1390,1469,1467,0,150,0,160,130
49,1409,1416,1390,1469,1467,0,150,0,160,130
50,1409,1416,1390,1469,1467,0,150,0,160,130
51,1409,1416,1390,1469,1467,0,150,0,160,130
52,1409,1416,1390,1469,1467,0,150,0,160,130
53,1409,1416,1390,1469,1467,0,150,0,160,130
54,1409,1416,1390,1469,1467,0,150,0,160,130
55,1409,1416,1390,1469,1467,0,45,0,160,130
56,1408,1416,1390,1470,1467,997,45,0,160,130
57,1408,1416,1390,1470,1467,997,45,0,160,130
58,1408,1417,1390,1470,1467,0,145,0,160,130
59,1408,1417,1390,1470,1467,0,145,0,160,130
60,1408,1417,1390,1470,1468,0,145,0,55,130
61,1408,1417,1390,1470,1468,0,145,0,55,130
62,1408,1418,1390,1470,1468,0,145,0,155,130
63,1408,1418,1390,1470,1468,0,145,0,155,130
64,1408,1418,1390,1470,1468,0,145,0,155,130
65,1408,1418,1390,1470,1468,0,145,0,155,130
66,1408,1418,1390,1470,1468,0,145,0,155,130
67,1408,1418,1390,1470,1468,0,145,0,155,130
68,1408,1418,1390,1470,1468,0,145,0,155,340
69,1407,1419,1388,1470,1468,1000,145,0,155,340
70,1407,1419,1388,1470,1468,1000,145,0,155,340
71,1408,1419,1390,1470,1468,0,145,0,155,0
72,1408,1419,1390,1470,1468,0,145,0,155,0
73,1407,1419,1390,1470,1468,1000,145,0,155,130
74,1407,1419,1390,1470,1468,1000,145,0,155,130
75,1407,1419,1390,1470,1468,0,145,0,155,340
76,1408,1419,1388,1470,1468,0,145,0,155,340
77,1408,1419,1388,1470,1468,0,145,0,155,140
78,1408,1419,1388,1470,1468,0,145,0,155,140
79,1408,1419,1388,1470,1468,0,145,0,155,140
80,1408,1420,1388,1470,1468,0,145,0,155,140
81,1408,1420,1388,1470,1468,0,145,0,155,140
82,1408,1420,1388,1470,1468,0,145,0,155,140
83,1408,1420,1388,1470,1468,0,145,0,155,140
84,1408,1420,1390,1470,1469,0,145,0,50,0
85,1408,1420,1390,1470,1469,0,145,0,50,0
86,1408,1420,1390,1470,1469,0,145,0,150,130
87,1408,1420,1390,1470,1469,0,145,0,150,130
88,1408,1420,1390,1470,1469,0,145,0,150,130
89,1409,1420,1390,1470,1469,0,145,0,150,130
90,1409,1420,1390,1470,1469,0,145,0,150,130
91,1409,1420,1390,1470,1469,0,145,0,150,130
92,1409,1420,1390,1470,1469,0,145,0,150,130
93,1410,1420,1390,1470,1470,0,145,0,45,130
94,1410,1420,1390,1470,1470,0,145,0,45,130
