StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 14:04:41,153,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
0,1379,1368,1363,1463,1463,1000,180,1000,180,270
1,1367,1358,1362,1463,1463,1000,180,1000,180,270
2,1358,1352,1365,1464,1463,1000,75,1000,180,0
3,1358,1352,1365,1464,1463,1000,75,1000,180,0
4,1353,1346,1365,1465,1464,1000,70,1000,75,255
5,1353,1346,1365,1465,1464,1000,70,1000,75,255
6,1353,1342,1365,1464,1464,1000,275,1000,175,255
7,1351,1342,1365,1464,1464,1000,275,1000,175,255
8,1351,1342,1365,1464,1464,1000,275,1000,175,255
9,1349,1338,1365,1464,1464,1000,175,1000,175,255
10,1349,1338,1365,1464,1464,1000,175,1000,175,255
11,1349,1334,1365,1464,1463,295,175,1000,280,255
12,1349,1334,1365,1464,1463,295,175,1000,280,255
13,1347,1333,1365,1465,1463,1000,70,1000,180,255
14,1347,1333,1365,1465,1463,1000,70,1000,180,255
15,1346,1328,1366,1464,1463,1000,275,1000,180,150
16,1346,1328,1366,1464,1463,1000,275,1000,180,150
17,1347,1326,1366,1464,1463,0,175,1000,180,250
18,1347,1326,1366,1464,1463,0,175,1000,180,250
19,1347,1326,1366,1464,1463,305,70,1000,75,250
20,1347,1325,1366,1465,1464,305,70,1000,75,250
21,1347,1325,1366,1465,1464,305,70,1000,75,250
22,1347,1323,1366,1464,1464,305,275,1000,175,250
23,1347,1323,1366,1464,1464,305,275,1000,175,250
24,1349,1322,1365,1464,1464,0,175,1000,175,255
25,1349,1322,1365,1464,1464,0,175,1000,175,255
26,1349,1322,1366,1465,1464,0,70,430,175,150
27,1350,1322,1366,1465,1464,0,70,430,175,150
28,1350,1322,1366,1465,1464,0,170,0,175,255
29,1351,1323,1365,1465,1464,0,170,0,175,255
30,1351,1323,1365,1465,1464,0,170,0,280,255
31,1352,1325,1365,1465,1463,0,170,0,280,255
32,1352,1325,1365,1465,1463,0,170,0,280,255
33,1353,1328,1363,1465,1463,0,170,0,180,265
34,1353,1328,1363,1465,1463,0,170,0,180,265
35,1354,1332,1363,1464,1463,0,275,0,180,265
36,1354,1332,1363,1464,1463,0,275,0,180,265
37,1355,1335,1363,1465,1463,0,70,0,180,265
38,1355,1335,1363,1465,1463,0,70,0,180,265
39,1355,1335,1363,1464,1463,0,275,0,180,265
40,1356,1339,1363,1464,1463,0,275,0,180,265
41,1356,1339,1363,1464,1463,0,0,0,0,55
42,1358,1343,1365,1466,1465,0,0,0,0,55
43,1358,1343,1365,1466,1465,0,0,0,0,55
44,1359,1346,1365,1466,1464,0,165,0,275,255
45,1359,1346,1365,1466,1464,0,165,0,275,255
46,1359,1350,1363,1466,1465,245,165,0,70,265
47,1359,1350,1363,1466,1465,245,165,0,70,265
48,1359,1353,1363,1466,1464,245,165,0,275,265
49,1359,1353,1363,1466,1464,245,165,0,275,265
50,1359,1353,1363,1466,1464,245,165,0,175,55
51,1359,1356,1365,1466,1464,245,165,0,175,55
52,1359,1356,1365,1466,1464,245,165,0,175,265
53,1359,1358,1363,1466,1464,245,165,0,175,265
54,1359,1358,1363,1466,1464,245,165,0,175,265
55,1359,1361,1363,1466,1463,245,165,0,280,265
56,1359,1361,1363,1466,1463,245,165,0,280,265
57,1359,1363,1362,1466,1464,245,165,0,75,270
58,1359,1363,1362,1466,1464,245,165,0,75,270
59,1359,1363,1362,1465,1464,245,270,0,175,270
60,1359,1365,1362,1465,1464,245,270,0,175,270
61,1359,1365,1362,1465,1464,245,65,0,175,275
62,1359,1367,1361,1466,1464,245,65,0,175,275
63,1359,1367,1361,1466,1464,245,65,0,175,275
64,1359,1368,1361,1466,1463,245,165,0,280,275
65,1359,1368,1361,1466,1463,245,165,0,280,275
66,1359,1369,1361,1466,1464,245,165,0,75,275
67,1359,1369,1361,1466,1464,245,165,0,75,275
68,1359,1371,1361,1467,1465,245,60,0,70,275
69,1359,1371,1361,1467,1465,245,60,0,70,275
70,1359,1371,1361,1467,1465,245,160,0,170,275
71,1359,1372,1361,1467,1465,245,160,0,170,275
72,1359,1372,1361,1467,1465,245,160,180,275,280
73,1359,1372,1360,1467,1464,245,160,180,275,280
74,1359,1372,1360,1467,1464,245,160,180,275,280
75,1359,1373,1359,1467,1465,245,160,0,70,285
76,1359,1373,1359,1467,1465,245,160,0,70,285
77,1359,1374,1358,1467,1464,245,160,0,275,290
78,1359,1374,1358,1467,1464,245,160,0,275,290
79,1359,1374,1358,1467,1464,245,160,170,175,290
80,1359,1374,1358,1467,1464,245,160,170,175,290
81,1359,1374,1358,1467,1465,0,165,170,70,300
82,1360,1374,1356,1466,1465,0,165,170,70,300
83,1360,1374,1356,1466,1465,0,165,170,170,300
84,1360,1374,1356,1466,1465,240,165,170,170,300
85,1360,1374,1356,1466,1465,240,165,170,170,300
86,1360,1374,1354,1465,1465,240,170,170,170,310
87,1360,1374,1354,1465,1465,240,170,170,170,310
88,1359,1374,1354,1465,1465,245,170,170,170,310
89,1359,1374,1354,1465,1465,245,170,170,170,310
90,1359,1374,1353,1464,1464,0,175,175,275,315
91,1360,1373,1353,1464,1464,0,175,175,275,315
92,1360,1373,1353,1464,1465,245,175,175,70,325
93,1359,1373,1351,1464,1465,245,175,175,70,325
94,1359,1373,1351,1464,1465,245,175,175,275,330
95,1360,1373,1350,1464,1464,0,175,175,275,330
96,1360,1373,1350,1464,1464,0,175,175,275,330
97,1360,1372,1350,1464,1464,240,175,180,175,330
98,1360,1372,1350,1464,1464,240,175,180,175,330
99,1359,1372,1346,1464,1465,245,175,180,70,350
100,1359,1372,1346,1464,1465,245,175,180,70,350
101,1359,1372,1345,1464,1464,0,175,0,275,355
102,1360,1373,1345,1464,1464,0,175,0,275,355
103,1360,1373,1345,1464,1465,240,175,180,70,360
