StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 15:37:21,155,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,UpPWM,MiddlePWM,LoPWM,FrontPWM
124,1367,1343,1376,1470,1466,205,145,0,65,200
125,1367,1343,1376,1469,1466,205,150,0,165,200
126,1367,1344,1376,1469,1466,205,150,0,165,200
127,1367,1344,1376,1469,1466,0,45,0,165,200
128,1368,1346,1376,1470,1466,0,45,0,165,200
129,1368,1346,1376,1470,1466,0,45,0,165,205
130,1368,1347,1375,1470,1466,200,145,0,165,205
131,1368,1347,1375,1470,1466,200,145,0,165,205
132,1368,1347,1375,1469,1466,200,150,305,165,205
133,1368,1347,1375,1469,1466,200,150,305,165,205
134,1369,1349,1375,1469,1465,0,150,0,170,205
135,1369,1349,1375,1469,1465,0,150,0,170,205
136,1369,1349,1375,1468,1466,195,155,0,65,205
137,1369,1350,1375,1468,1466,195,155,0,65,205
138,1369,1350,1375,1468,1466,0,155,290,165,205
139,1370,1350,1375,1468,1466,0,155,290,165,205
140,1370,1350,1375,1468,1466,0,155,290,165,205
141,1370,1350,1375,1468,1466,190,155,290,165,205
142,1370,1350,1375,1468,1466,190,155,290,165,205
143,1371,1350,1375,1468,1466,0,155,290,165,205
144,1371,1350,1375,1468,1466,0,155,290,165,205
145,1372,1350,1375,1468,1466,0,155,290,165,205
146,1372,1350,1375,1468,1466,0,155,290,165,205
147,1372,1350,1375,1468,1466,180,155,0,165,210
148,1372,1351,1374,1468,1466,180,155,0,165,210
149,1372,1351,1374,1468,1466,180,155,0,165,210
150,1373,1351,1375,1468,1466,0,155,285,165,105
151,1373,1351,1375,1468,1466,0,155,285,165,105
152,1373,1351,1375,1468,1467,175,155,285,60,205
153,1373,1351,1375,1468,1467,175,155,285,60,205
154,1373,1352,1375,1468,1466,175,155,0,165,205
155,1373,1352,1375,1468,1466,175,155,0,165,205
156,1373,1351,1374,1468,1467,0,155,285,60,210
157,1374,1351,1374,1468,1467,0,155,285,60,210
158,1374,1351,1374,1467,1467,170,160,285,160,105
159,1374,1351,1375,1467,1467,170,160,285,160,105
160,1376,1351,1375,1467,1466,0,160,285,165,205
161,1376,1351,1375,1467,1466,0,160,285,165,205
162,1376,1351,1375,1467,1466,0,160,285,165,205
163,1376,1351,1375,1468,1466,160,55,285,165,205
164,1376,1351,1375,1468,1466,160,55,285,165,205
