StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 09:29:17,153,10,3051,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 100, 1, 32767, -50, 22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
0,1411,1399,1390,1469,1468,980,150,1000,155,130
1,1410,1394,1388,1469,1467,1000,150,1000,260,340
2,1398,1384,1388,1469,1467,1000,150,1000,260,340
3,1398,1384,1388,1469,1467,1000,150,1000,260,340
4,1385,1374,1388,1469,1467,1000,150,1000,160,140
5,1385,1374,1388,1469,1467,1000,150,1000,160,140
6,1376,1365,1388,1469,1467,1000,150,1000,160,140
7,1376,1365,1388,1469,1467,1000,150,1000,160,140
8,1370,1356,1388,1469,1467,1000,150,1000,160,140
9,1370,1356,1388,1469,1467,1000,150,1000,160,140
10,1366,1350,1388,1469,1467,1000,150,1000,160,140
11,1366,1350,1388,1469,1467,1000,150,1000,160,140
12,1366,1350,1388,1470,1469,1000,45,1000,0,245
13,1365,1345,1387,1470,1469,1000,45,1000,0,245
14,1365,1345,1387,1470,1469,1000,45,1000,0,245
15,1362,1342,1378,1470,1469,1000,145,1000,150,1000
16,1362,1342,1378,1470,1469,1000,145,1000,150,1000
17,1360,1340,1350,1470,1468,1000,145,1000,255,1000
18,1360,1340,1350,1470,1468,1000,145,1000,255,1000
19,1359,1339,1318,1470,1468,1000,145,1000,155,1000
20,1359,1339,1318,1470,1468,1000,145,1000,155,1000
21,1359,1338,1290,1470,1468,1000,145,1000,155,1000
22,1358,1338,1290,1470,1468,1000,145,1000,155,1000
23,1358,1338,1290,1469,1468,250,250,350,155,1000
24,1358,1338,1266,1469,1468,250,250,350,155,1000
25,1358,1338,1266,1469,1468,250,250,350,155,1000
26,1358,1339,1245,1469,1467,250,150,0,260,1000
27,1358,1339,1245,1469,1467,250,150,0,260,1000
28,1358,1340,1228,1469,1467,250,150,0,160,1000
29,1358,1340,1228,1469,1467,250,150,0,160,1000
30,1358,1341,1213,1469,1467,250,150,0,160,1000
31,1358,1341,1213,1469,1467,250,150,0,160,1000
32,1358,1341,1200,1469,1467,0,150,0,160,1000
33,1359,1343,1200,1469,1467,0,150,0,160,1000
34,1359,1343,1200,1469,1467,0,150,0,160,1000
35,1360,1345,1189,1469,1467,0,150,0,160,1000
36,1360,1345,1189,1469,1467,0,150,0,160,1000
37,1361,1347,1179,1469,1467,0,150,0,160,1000
38,1361,1347,1179,1469,1467,0,150,0,160,1000
39,1363,1351,1172,1468,1467,0,255,0,160,1000
40,1363,1351,1172,1468,1467,0,255,0,160,1000
41,1365,1353,1165,1468,1467,0,155,0,160,1000
42,1365,1353,1165,1468,1467,0,155,0,160,1000
43,1365,1353,1165,1469,1467,0,50,0,160,1000
44,1366,1355,1159,1469,1467,0,50,0,160,1000
45,1366,1355,1159,1469,1467,0,50,0,160,1000
46,1367,1357,1155,1469,1467,0,150,0,160,1000
47,1367,1357,1155,1469,1467,0,150,0,160,1000
48,1368,1359,1152,1469,1467,0,150,0,160,1000
49,1368,1359,1152,1469,1467,0,150,0,160,1000
50,1369,1361,1150,1469,1467,0,150,0,160,1000
51,1369,1361,1150,1469,1467,0,150,0,160,1000
52,1369,1363,1149,1468,1467,0,255,0,160,1000
53,1370,1363,1149,1468,1467,0,255,0,160,1000
54,1370,1363,1149,1468,1467,190,155,0,160,1000
55,1370,1366,1147,1468,1467,190,155,0,160,1000
56,1370,1366,1147,1468,1467,190,155,0,160,1000
57,1371,1367,1146,1468,1467,0,155,0,160,1000
58,1371,1367,1146,1468,1467,0,155,0,160,1000
59,1371,1369,1147,1468,1466,185,155,0,265,1000
60,1371,1369,1147,1468,1466,185,155,0,265,1000
61,1371,1370,1149,1468,1467,185,155,0,60,1000
62,1371,1370,1149,1468,1467,185,155,0,60,1000
63,1371,1370,1151,1469,1466,0,50,0,265,1000
64,1372,1371,1151,1469,1466,0,50,0,265,1000
65,1372,1371,1151,1469,1467,180,150,185,60,1000
66,1372,1371,1153,1469,1467,180,150,185,60,1000
67,1372,1371,1153,1469,1467,180,150,185,60,1000
68,1372,1372,1157,1469,1467,180,150,0,160,895
69,1372,1372,1157,1469,1467,180,150,0,160,895
70,1372,1373,1161,1469,1466,180,150,0,265,875
71,1372,1373,1161,1469,1466,180,150,0,265,875
72,1374,1374,1170,1470,1467,0,45,0,60,330
73,1374,1374,1170,1470,1467,0,45,0,60,330
74,1374,1374,1170,1470,1467,170,145,0,160,180
75,1374,1375,1180,1470,1467,170,145,0,160,180
76,1374,1375,1180,1470,1467,170,145,0,160,180
77,1374,1375,1189,1470,1467,170,145,165,160,235
78,1374,1375,1189,1470,1467,170,145,165,160,235
79,1374,1376,1199,1469,1467,170,250,0,160,85
80,1374,1376,1199,1469,1467,170,250,0,160,85
81,1375,1376,1207,1469,1467,0,150,160,160,245
82,1375,1376,1207,1469,1467,0,150,160,160,245
83,1375,1376,1215,1469,1467,165,150,160,160,205
84,1375,1376,1215,1469,1467,165,150,160,160,205
85,1375,1376,1215,1469,1466,0,150,160,265,165
86,1376,1376,1223,1469,1466,0,150,160,265,165
87,1376,1376,1223,1469,1466,0,150,160,265,165
88,1376,1376,1229,1469,1466,160,150,160,165,335
89,1376,1376,1229,1469,1466,160,150,160,165,335
90,1376,1376,1235,1469,1466,160,150,160,165,305
91,1376,1376,1235,1469,1466,160,150,160,165,305
92,1378,1376,1242,1469,1466,0,150,160,165,170
93,1378,1376,1242,1469,1466,0,150,160,165,170
94,1378,1376,1247,1470,1466,150,45,160,165,345
95,1378,1376,1247,1470,1466,150,45,160,165,345
