StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 14:44:40,155,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
0,1370,1351,1358,1469,1467,190,150,285,60,290
1,1370,1351,1358,1469,1467,190,150,285,60,290
2,1363,1339,1359,1469,1467,225,150,345,160,185
3,1363,1339,1359,1469,1467,225,150,345,160,185
4,1353,1328,1360,1468,1467,1000,155,1000,160,180
5,1353,1328,1360,1468,1467,1000,155,1000,160,180
6,1346,1321,1360,1468,1467,1000,155,1000,160,280
7,1346,1321,1360,1468,1467,1000,155,1000,160,280
8,1346,1321,1360,1468,1467,1000,0,1000,160,280
9,1342,1316,1360,1470,1467,1000,0,1000,160,280
10,1342,1316,1360,1470,1467,1000,0,1000,160,280
11,1340,1310,1360,1470,1467,1000,145,1000,160,280
12,1340,1310,1360,1470,1467,1000,145,1000,160,280
13,1338,1307,1361,1469,1467,1000,150,1000,160,175
14,1338,1307,1361,1469,1467,1000,150,1000,160,175
15,1337,1304,1362,1469,1468,1000,150,1000,55,170
16,1337,1304,1362,1469,1468,1000,150,1000,55,170
17,1336,1302,1362,1469,1468,1000,150,1000,155,270
18,1336,1302,1362,1469,1468,1000,150,1000,155,270
19,1336,1302,1362,1469,1468,1000,150,1000,155,270
20,1336,1301,1362,1468,1468,360,155,1000,155,270
21,1336,1301,1362,1468,1468,360,155,1000,155,270
22,1336,1300,1362,1468,1467,360,155,1000,160,270
23,1336,1300,1362,1468,1467,360,155,1000,160,270
24,1336,1299,1363,1468,1467,360,155,1000,160,165
25,1336,1299,1363,1468,1467,360,155,1000,160,165
26,1337,1299,1365,1468,1467,0,155,545,160,55
27,1337,1299,1365,1468,1467,0,155,545,160,55
28,1337,1300,1365,1468,1466,355,155,0,165,255
29,1337,1300,1365,1468,1466,355,155,0,165,255
30,1337,1300,1365,1468,1466,355,155,0,165,255
31,1338,1301,1365,1468,1466,0,155,0,165,255
32,1338,1301,1365,1468,1466,0,155,0,165,255
33,1339,1303,1365,1468,1466,0,155,0,165,255
34,1339,1303,1365,1468,1466,0,155,0,165,255
35,1340,1304,1365,1468,1466,0,155,0,165,255
36,1340,1304,1365,1468,1466,0,155,0,165,255
37,1342,1306,1365,1469,1466,0,50,0,165,255
38,1342,1306,1365,1469,1466,0,50,0,165,255
39,1343,1309,1365,1468,1467,0,155,0,60,255
40,1343,1309,1365,1468,1467,0,155,0,60,255
41,1343,1309,1365,1468,1467,0,155,0,165,255
42,1345,1311,1365,1469,1466,0,50,0,165,255
43,1345,1311,1365,1469,1466,0,50,0,165,255
44,1346,1315,1366,1469,1467,0,150,0,60,150
45,1346,1315,1366,1469,1467,0,150,0,60,150
46,1347,1317,1366,1468,1467,0,155,0,160,250
47,1347,1317,1366,1468,1467,0,155,0,160,250
48,1350,1319,1365,1468,1467,0,155,0,160,255
49,1350,1319,1365,1468,1467,0,155,0,160,255
50,1350,1319,1365,1468,1467,0,155,0,160,255
51,1352,1321,1365,1468,1467,0,155,0,160,255
52,1352,1321,1365,1468,1467,0,155,0,160,255
53,1352,1323,1365,1468,1466,280,155,0,165,255
54,1352,1323,1365,1468,1466,280,155,0,165,255
55,1353,1325,1363,1468,1466,0,155,0,165,265
56,1353,1325,1363,1468,1466,0,155,0,165,265
57,1354,1327,1363,1468,1467,0,155,0,60,265
58,1354,1327,1363,1468,1467,0,155,0,60,265
59,1354,1329,1363,1468,1467,270,155,0,160,265
60,1354,1329,1363,1468,1467,270,155,0,160,265
61,1354,1329,1363,1468,1467,270,155,0,165,270
62,1355,1330,1362,1468,1466,0,155,0,165,270
63,1355,1330,1362,1468,1466,0,155,0,60,275
64,1355,1332,1361,1468,1467,265,155,0,60,275
65,1355,1332,1361,1468,1467,265,155,0,60,275
66,1355,1334,1361,1468,1467,265,155,0,160,275
67,1355,1334,1361,1468,1467,265,155,0,160,275
