StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 16:04:08,155,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,UpPWM,MiddlePWM,LoPWM,FrontPWM
0,1380,1362,1374,1466,1463,140,165,230,0,210
1,1379,1358,1375,1466,1461,145,165,250,190,105
2,1379,1358,1375,1466,1461,145,165,1000,0,210
3,1370,1346,1374,1465,1463,190,170,1000,0,210
4,1370,1346,1374,1465,1463,190,170,1000,0,210
5,1365,1336,1374,1466,1461,1000,65,1000,190,210
6,1365,1336,1374,1466,1461,1000,65,1000,190,210
7,1362,1326,1375,1466,1461,1000,165,1000,190,105
8,1362,1326,1375,1466,1461,1000,165,1000,190,105
9,1360,1320,1375,1466,1460,1000,165,1000,195,205
10,1360,1320,1375,1466,1460,1000,165,1000,195,205
11,1360,1320,1375,1466,1460,1000,165,1000,90,205
12,1357,1315,1375,1465,1461,1000,170,1000,90,205
13,1357,1315,1375,1465,1461,1000,170,1000,90,205
14,1355,1309,1375,1465,1461,1000,170,1000,190,205
15,1355,1309,1375,1465,1461,1000,170,1000,190,205
16,1354,1306,1375,1466,1460,1000,65,1000,195,205
17,1354,1306,1375,1466,1460,1000,65,1000,195,205
18,1353,1304,1376,1466,1461,1000,165,1000,90,100
19,1353,1304,1376,1466,1461,1000,165,1000,90,100
20,1353,1304,1375,1466,1461,1000,165,1000,190,205
21,1352,1302,1375,1466,1461,1000,165,1000,190,205
22,1352,1302,1375,1466,1461,280,165,1000,190,100
23,1352,1301,1376,1466,1461,280,165,1000,190,100
24,1352,1301,1376,1466,1461,280,165,1000,190,100
25,1352,1301,1378,1466,1461,280,165,535,190,0
26,1352,1301,1378,1466,1461,280,165,535,190,0
27,1352,1300,1378,1466,1463,280,165,1000,0,190
28,1352,1300,1378,1466,1463,280,165,1000,0,190
29,1352,1299,1378,1466,1463,280,165,1000,180,190
30,1352,1299,1378,1466,1463,280,165,1000,180,190
31,1352,1300,1378,1466,1461,0,165,0,190,190
32,1353,1300,1378,1466,1461,0,165,0,190,190
33,1353,1300,1378,1466,1463,0,165,0,0,190
34,1356,1302,1378,1466,1463,0,165,0,0,190
35,1356,1302,1378,1466,1463,0,165,0,0,190
36,1357,1302,1378,1467,1463,0,60,530,180,190
37,1357,1302,1378,1467,1463,0,60,530,180,190
38,1359,1303,1378,1466,1463,0,165,0,180,190
39,1359,1303,1378,1466,1463,0,165,0,180,190
40,1360,1306,1378,1467,1463,0,60,0,180,190
41,1360,1306,1378,1467,1463,0,60,0,180,190
42,1360,1306,1378,1467,1463,0,160,0,180,190
43,1362,1308,1378,1467,1463,0,160,0,180,190
44,1362,1308,1378,1467,1463,0,160,0,180,190
45,1363,1311,1378,1466,1463,0,165,0,180,190
46,1363,1311,1378,1466,1463,0,165,0,180,190
47,1366,1313,1378,1466,1461,0,165,0,190,190
48,1366,1313,1378,1466,1461,0,165,0,190,190
49,1367,1316,1378,1467,1463,0,60,0,0,190
50,1367,1316,1378,1467,1463,0,60,0,0,190
51,1368,1318,1378,1466,1463,0,165,0,180,190
52,1368,1318,1378,1466,1463,0,165,0,180,190
53,1368,1318,1378,1467,1461,0,60,0,190,85
54,1370,1320,1379,1467,1461,0,60,0,190,85
55,1370,1320,1379,1467,1461,190,165,0,0,190
56,1370,1322,1378,1466,1463,190,165,0,0,190
57,1370,1322,1378,1466,1463,190,165,0,0,190
58,1371,1324,1378,1467,1463,0,60,0,180,190
59,1371,1324,1378,1467,1463,0,60,0,180,190
60,1372,1326,1379,1466,1463,0,165,0,180,85
61,1372,1326,1379,1466,1463,0,165,0,180,85
62,1372,1327,1379,1466,1463,180,165,0,180,185
63,1372,1327,1379,1466,1463,180,165,0,180,185
64,1372,1327,1379,1466,1463,180,165,0,180,185
65,1372,1329,1379,1466,1463,180,165,0,180,185
66,1372,1329,1379,1466,1463,180,165,0,180,185
67,1371,1329,1379,1466,1461,185,165,395,190,185
68,1371,1329,1379,1466,1461,185,165,395,190,185
69,1372,1330,1379,1466,1461,0,165,0,190,185
70,1372,1330,1379,1466,1461,0,165,0,190,185
71,1371,1333,1379,1466,1461,185,165,0,190,185
72,1371,1333,1379,1466,1461,185,165,0,190,185
73,1371,1334,1380,1466,1463,185,165,0,0,80
74,1371,1334,1380,1466,1463,185,165,0,0,80
75,1371,1334,1380,1466,1463,185,165,0,180,180
76,1370,1335,1380,1466,1463,190,165,0,180,180
77,1370,1335,1380,1466,1463,190,165,0,180,185
78,1370,1336,1379,1467,1463,190,60,0,180,185
79,1370,1336,1379,1467,1463,190,60,0,180,185
80,1370,1338,1379,1467,1463,190,160,0,180,185
81,1370,1338,1379,1467,1463,190,160,0,180,185
82,1370,1338,1379,1467,1461,190,160,350,190,185
83,1370,1338,1379,1467,1461,190,160,350,190,185
84,1370,1338,1379,1467,1463,195,160,0,0,80
85,1369,1339,1380,1467,1463,195,160,0,0,80
86,1369,1339,1380,1467,1463,195,160,0,190,180
87,1369,1340,1380,1467,1461,195,160,0,190,180
88,1369,1340,1380,1467,1461,195,160,0,0,185
89,1369,1340,1379,1467,1463,195,160,340,0,185
90,1369,1340,1379,1467,1463,195,160,340,0,185
91,1369,1342,1378,1467,1463,195,160,0,180,190
92,1369,1342,1378,1467,1463,195,160,0,180,190
93,1369,1342,1379,1467,1461,195,160,330,190,85
94,1369,1342,1379,1467,1461,195,160,330,190,85
95,1369,1342,1379,1467,1463,0,160,330,0,190
96,1370,1342,1378,1467,1463,0,160,330,0,190
97,1370,1342,1378,1467,1463,195,160,0,190,190
98,1369,1343,1378,1467,1461,195,160,0,190,190
99,1369,1343,1378,1467,1461,195,160,0,190,190
100,1370,1345,1378,1468,1461,0,55,0,190,190
101,1370,1345,1378,1468,1461,0,55,0,190,190
102,1369,1345,1376,1469,1461,195,50,315,190,200
103,1369,1345,1376,1469,1461,195,50,315,190,200
104,1369,1346,1376,1468,1463,0,155,0,0,200
105,1370,1346,1376,1468,1463,0,155,0,0,200
106,1370,1346,1376,1468,1461,195,155,310,190,200
107,1369,1346,1376,1468,1461,195,155,310,190,200
108,1369,1346,1376,1468,1461,0,155,0,190,200
109,1371,1347,1376,1468,1461,0,155,0,190,200
110,1371,1347,1376,1468,1461,0,155,0,190,200
111,1370,1349,1375,1468,1461,190,155,0,190,205
112,1370,1349,1375,1468,1461,190,155,0,190,205
113,1370,1349,1375,1468,1461,190,155,295,190,205
114,1370,1349,1375,1468,1461,190,155,295,190,205
115,1371,1350,1375,1468,1461,0,155,0,190,205
116,1371,1350,1375,1468,1461,0,155,0,190,205
117,1371,1350,1375,1468,1463,185,155,0,0,205
118,1371,1351,1375,1468,1463,185,155,0,0,205
119,1371,1351,1375,1468,1463,185,155,0,0,205
120,1371,1352,1374,1469,1463,185,50,0,180,210
121,1371,1352,1374,1469,1463,185,50,0,180,210
122,1372,1352,1374,1468,1461,0,155,280,190,210
123,1372,1352,1374,1468,1461,0,155,280,190,210
124,1372,1353,1374,1469,1463,180,50,0,0,210
125,1372,1353,1374,1469,1463,180,50,0,0,210
126,1372,1354,1373,1469,1463,180,150,0,180,215
127,1372,1354,1373,1469,1463,180,150,0,180,215
128,1372,1354,1373,1469,1463,180,150,0,180,215
129,1373,1354,1373,1468,1463,0,155,270,180,215
130,1373,1354,1373,1468,1463,0,155,270,180,215
131,1373,1355,1373,1469,1463,175,50,0,180,215
132,1373,1355,1373,1469,1463,175,50,0,180,215
133,1374,1355,1374,1469,1463,0,150,265,180,110
134,1374,1355,1374,1469,1463,0,150,265,180,110
135,1374,1356,1373,1469,1463,170,150,0,180,215
136,1374,1356,1373,1469,1463,170,150,0,180,215
137,1374,1356,1373,1469,1463,170,155,260,190,215
138,1374,1356,1373,1468,1461,170,155,260,190,215
139,1374,1356,1373,1468,1461,170,155,0,0,220
140,1374,1357,1372,1469,1463,170,50,0,0,220
141,1374,1357,1372,1469,1463,170,50,0,0,220
142,1374,1357,1372,1468,1463,170,155,255,180,220
143,1374,1357,1372,1468,1463,170,155,255,180,220
144,1375,1357,1373,1468,1463,0,155,255,180,115
145,1375,1357,1373,1468,1463,0,155,255,180,115
146,1375,1358,1372,1468,1463,165,155,0,180,220
147,1375,1358,1372,1468,1463,165,155,0,180,220
148,1375,1358,1372,1468,1463,165,155,250,180,220
149,1375,1358,1372,1468,1463,165,155,250,180,220
150,1375,1358,1372,1468,1463,165,155,250,180,225
151,1375,1358,1371,1468,1463,165,155,250,180,225
152,1375,1358,1371,1468,1463,165,155,250,180,120
153,1375,1357,1372,1468,1463,165,155,255,180,120
154,1375,1357,1372,1468,1463,165,155,255,180,120
155,1375,1359,1371,1468,1463,165,155,0,180,225
