StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 15:46:00,155,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,UpPWM,MiddlePWM,LoPWM,FrontPWM
0,1372,1342,1368,1465,1463,180,170,330,180,140
1,1372,1342,1368,1465,1463,180,170,330,180,240
2,1361,1325,1368,1465,1463,1000,170,1000,180,240
3,1361,1325,1368,1465,1463,1000,170,1000,180,240
4,1357,1311,1368,1464,1461,1000,175,1000,190,240
5,1357,1311,1368,1464,1461,1000,175,1000,190,240
6,1354,1301,1368,1465,1461,1000,70,1000,190,240
7,1354,1301,1368,1465,1461,1000,70,1000,190,240
8,1354,1301,1368,1465,1460,270,170,1000,195,240
9,1354,1292,1368,1465,1460,270,170,1000,195,240
10,1354,1292,1368,1465,1460,1000,175,1000,0,240
11,1352,1287,1368,1464,1463,1000,175,1000,0,240
12,1352,1287,1368,1464,1463,1000,175,1000,0,240
13,1352,1283,1369,1465,1461,280,70,1000,190,135
14,1352,1283,1369,1465,1461,280,70,1000,190,135
15,1351,1280,1369,1465,1461,1000,170,1000,190,235
16,1351,1280,1369,1465,1461,1000,170,1000,190,235
17,1351,1279,1369,1465,1461,285,170,1000,190,235
18,1351,1279,1369,1465,1461,285,170,1000,190,235
19,1351,1279,1369,1465,1461,285,170,1000,190,235
20,1351,1278,1369,1465,1461,285,170,1000,190,235
21,1351,1278,1369,1465,1461,285,170,1000,190,235
22,1351,1279,1369,1465,1463,285,170,0,0,235
23,1351,1279,1369,1465,1463,285,170,0,0,235
24,1351,1278,1369,1465,1463,285,170,1000,180,235
25,1351,1278,1369,1465,1463,285,170,1000,180,235
26,1351,1279,1370,1465,1463,285,170,0,180,130
27,1351,1279,1370,1465,1463,285,170,0,180,130
28,1353,1280,1370,1465,1463,0,170,0,180,230
29,1353,1280,1370,1465,1463,0,170,0,180,230
30,1353,1280,1370,1464,1461,0,175,640,190,230
31,1354,1280,1370,1464,1461,0,175,640,190,230
32,1354,1280,1370,1464,1461,0,175,640,190,230
33,1354,1283,1370,1465,1463,270,70,0,0,230
34,1354,1283,1370,1465,1463,270,70,0,0,230
35,1355,1284,1370,1465,1463,0,170,0,180,230
36,1355,1284,1370,1465,1463,0,170,0,180,230
37,1356,1285,1371,1465,1463,0,170,0,180,125
38,1356,1285,1371,1465,1463,0,170,0,180,125
39,1356,1287,1371,1466,1463,0,65,0,180,225
40,1357,1287,1371,1466,1463,0,65,0,180,225
41,1357,1287,1371,1466,1461,0,165,0,190,225
42,1358,1288,1371,1466,1461,0,165,0,190,225
43,1358,1288,1371,1466,1461,0,165,0,190,225
44,1359,1290,1371,1466,1461,0,165,0,190,225
45,1359,1290,1371,1466,1461,0,165,0,190,225
46,1360,1291,1371,1466,1460,0,165,0,195,225
47,1360,1291,1371,1466,1460,0,165,0,195,225
48,1361,1293,1371,1466,1461,0,165,0,90,225
49,1361,1293,1371,1466,1461,0,165,0,90,225
50,1361,1294,1371,1466,1463,235,165,0,0,225
51,1361,1294,1371,1466,1463,235,165,0,0,225
52,1361,1294,1371,1466,1463,235,165,0,180,120
53,1362,1295,1372,1465,1463,0,170,0,180,120
54,1362,1295,1372,1465,1463,0,170,0,180,225
55,1362,1296,1371,1466,1463,230,65,0,180,225
56,1362,1296,1371,1466,1463,230,65,0,180,225
57,1363,1297,1371,1466,1463,0,165,0,180,225
58,1363,1297,1371,1466,1463,0,165,0,180,225
59,1363,1297,1372,1466,1461,225,165,555,190,120
60,1363,1297,1372,1466,1461,225,165,555,190,120
61,1363,1297,1372,1466,1461,0,165,0,190,225
62,1365,1299,1371,1466,1461,0,165,0,190,225
63,1365,1299,1371,1466,1461,0,165,545,190,225
64,1365,1299,1371,1466,1461,215,165,545,190,225
65,1365,1299,1371,1466,1461,215,165,545,190,225
66,1363,1299,1371,1466,1463,225,165,545,0,225
67,1363,1299,1371,1466,1463,225,165,545,0,225
68,1365,1299,1371,1466,1463,0,165,545,180,225
69,1365,1299,1371,1466,1463,0,165,545,180,225
70,1365,1299,1371,1467,1463,215,60,545,180,225
71,1365,1299,1371,1467,1463,215,60,545,180,225
72,1365,1299,1371,1467,1463,225,160,545,180,225
73,1363,1299,1371,1467,1463,225,160,545,180,225
74,1363,1299,1371,1467,1463,225,160,545,180,230
75,1365,1299,1370,1467,1463,0,160,545,180,230
76,1365,1299,1370,1467,1463,0,160,545,180,230
77,1365,1299,1370,1467,1463,215,160,545,180,230
78,1365,1299,1370,1467,1463,215,160,545,180,230
79,1365,1300,1369,1467,1463,215,160,0,180,235
80,1365,1300,1369,1467,1463,215,160,0,180,235
81,1365,1300,1369,1468,1463,225,55,540,180,235
82,1363,1300,1369,1468,1463,225,55,540,180,235
83,1363,1300,1369,1468,1463,225,155,540,180,235
84,1363,1300,1369,1468,1463,225,155,540,180,235
85,1363,1300,1369,1468,1463,225,155,0,180,235
86,1363,1301,1369,1468,1463,225,155,0,180,235
87,1363,1301,1369,1468,1463,225,155,0,180,235
88,1363,1301,1368,1468,1463,225,155,535,180,240
89,1363,1301,1368,1468,1463,225,155,535,180,240
