StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 15:27:57,155,10,3000,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, -22222]","[5, 1, 1, 10, 100, 1, 32767, -50, -22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
0,1372,1365,1371,1469,1466,180,250,215,265,225
1,1370,1356,1372,1470,1466,190,45,260,165,120
2,1370,1343,1372,1469,1467,260,250,1000,60,220
3,1356,1343,1372,1469,1467,260,250,1000,60,220
4,1356,1343,1372,1469,1467,260,250,1000,160,220
5,1342,1336,1372,1469,1467,1000,150,1000,160,220
6,1342,1336,1372,1469,1467,1000,150,1000,160,220
7,1336,1329,1372,1469,1467,1000,150,1000,160,220
8,1336,1329,1372,1469,1467,1000,150,1000,160,220
9,1334,1325,1372,1470,1467,1000,45,1000,160,220
10,1334,1325,1372,1470,1467,1000,45,1000,160,220
11,1333,1322,1372,1469,1467,1000,250,1000,160,220
12,1333,1322,1372,1469,1467,1000,250,1000,160,220
13,1333,1322,1372,1469,1468,1000,45,1000,55,220
14,1332,1317,1372,1470,1468,1000,45,1000,55,220
15,1332,1317,1372,1470,1468,1000,250,1000,260,225
16,1333,1313,1371,1469,1467,0,250,1000,260,225
17,1333,1313,1371,1469,1467,0,250,1000,260,225
18,1333,1309,1372,1470,1467,375,45,1000,160,120
19,1333,1309,1372,1470,1467,375,45,1000,160,120
20,1333,1306,1372,1470,1467,375,145,1000,160,220
21,1333,1306,1372,1470,1467,375,145,1000,160,220
22,1334,1304,1372,1470,1468,0,145,1000,55,220
23,1334,1304,1372,1470,1468,0,145,1000,55,220
24,1334,1304,1372,1470,1467,370,145,1000,260,220
25,1334,1302,1372,1470,1467,370,145,1000,260,220
26,1334,1302,1372,1470,1467,370,145,1000,260,220
27,1336,1300,1372,1470,1467,0,145,1000,160,220
28,1336,1300,1372,1470,1467,0,145,1000,160,220
29,1337,1297,1372,1470,1467,0,145,1000,160,220
30,1337,1297,1372,1470,1467,0,145,1000,160,220
31,1338,1299,1372,1470,1466,0,145,0,265,220
32,1338,1299,1372,1470,1466,0,145,0,265,220
33,1340,1299,1371,1469,1466,0,250,545,165,225
34,1340,1299,1371,1469,1466,0,250,545,165,225
35,1340,1299,1371,1469,1466,0,250,0,165,120
36,1341,1300,1372,1469,1466,0,150,0,165,120
37,1341,1300,1372,1469,1466,0,150,0,165,220
38,1342,1302,1372,1469,1467,0,150,0,60,220
39,1342,1302,1372,1469,1467,0,150,0,60,220
40,1343,1304,1371,1469,1467,0,150,0,160,225
41,1343,1304,1371,1469,1467,0,150,0,160,225
42,1345,1306,1371,1470,1467,0,45,0,160,225
43,1345,1306,1371,1470,1467,0,45,0,160,225
44,1345,1306,1371,1470,1468,0,145,0,55,225
45,1346,1308,1371,1470,1468,0,145,0,55,225
46,1346,1308,1371,1470,1467,0,250,0,260,225
47,1347,1310,1371,1469,1467,0,250,0,260,225
48,1347,1310,1371,1469,1467,0,250,0,260,225
49,1349,1312,1371,1469,1467,0,150,0,160,225
50,1349,1312,1371,1469,1467,0,150,0,160,225
51,1349,1315,1372,1470,1467,295,45,0,160,120
52,1349,1315,1372,1470,1467,295,45,0,160,120
53,1350,1318,1372,1469,1467,0,250,0,160,220
54,1350,1318,1372,1469,1467,0,250,0,160,220
55,1350,1318,1372,1470,1467,290,45,0,160,220
56,1350,1319,1372,1470,1467,290,45,0,160,220
57,1350,1319,1372,1470,1467,0,250,0,160,220
58,1351,1322,1372,1469,1467,0,250,0,160,220
59,1351,1322,1372,1469,1467,0,250,0,160,220
60,1351,1323,1372,1469,1467,285,150,0,160,220
