StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 09:40:13,153,10,3051,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 100, 1, 32767, -50, 22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
0,1381,1386,1383,1470,1467,1000,145,1000,160,65
1,1378,1383,1383,1469,1468,1000,250,1000,55,165
2,1378,1383,1383,1469,1468,1000,250,1000,55,165
3,1375,1378,1383,1469,1468,1000,150,1000,155,165
4,1375,1378,1383,1469,1468,1000,150,1000,155,165
5,1373,1372,1383,1469,1467,1000,150,1000,260,165
6,1373,1372,1383,1469,1467,1000,150,1000,260,165
7,1372,1366,1383,1469,1468,1000,150,1000,55,165
8,1372,1366,1383,1469,1468,1000,150,1000,55,165
9,1372,1361,1383,1469,1467,180,150,1000,260,165
10,1372,1361,1383,1469,1467,180,150,1000,260,165
11,1372,1361,1383,1469,1468,180,150,1000,55,165
12,1372,1357,1383,1469,1468,180,150,1000,55,165
13,1372,1357,1383,1469,1468,180,150,1000,55,165
14,1373,1354,1383,1470,1468,0,45,1000,155,165
15,1373,1354,1383,1470,1468,0,45,1000,155,165
16,1374,1351,1383,1470,1467,0,145,1000,260,165
17,1374,1351,1383,1470,1467,0,145,1000,260,165
18,1375,1350,1383,1470,1467,0,145,1000,160,165
19,1375,1350,1383,1470,1467,0,145,1000,160,165
20,1375,1349,1383,1470,1467,0,145,1000,160,165
21,1376,1349,1383,1470,1467,0,145,1000,160,165
22,1376,1349,1383,1470,1467,0,145,1000,160,165
23,1379,1349,1383,1470,1467,0,145,295,160,165
24,1379,1349,1383,1470,1467,0,145,295,160,165
25,1381,1349,1383,1470,1467,0,145,295,160,165
26,1381,1349,1383,1470,1467,0,145,295,160,165
27,1382,1351,1383,1470,1467,0,145,0,160,165
28,1382,1351,1383,1470,1467,0,145,0,160,165
29,1384,1352,1384,1470,1468,0,145,0,55,60
30,1384,1352,1384,1470,1468,0,145,0,55,60
31,1384,1352,1384,1469,1467,0,250,0,260,160
32,1385,1353,1384,1469,1467,0,250,0,260,160
33,1385,1353,1384,1469,1467,0,250,0,260,160
34,1386,1355,1384,1469,1467,0,150,0,160,160
35,1386,1355,1384,1469,1467,0,150,0,160,160
36,1387,1357,1384,1469,1467,0,150,0,160,160
37,1387,1357,1384,1469,1467,0,150,0,160,160
38,1388,1359,1384,1469,1467,0,150,0,160,160
39,1388,1359,1384,1469,1467,0,150,0,160,160
40,1388,1362,1384,1469,1467,100,150,0,160,160
41,1388,1362,1384,1469,1467,100,150,0,160,160
42,1388,1362,1384,1469,1467,0,150,0,160,160
43,1390,1365,1384,1469,1467,0,150,0,160,160
44,1390,1365,1384,1469,1467,0,150,0,160,160
45,1390,1367,1384,1469,1467,90,150,0,160,160
46,1390,1367,1384,1469,1467,90,150,0,160,160
47,1390,1369,1384,1469,1467,90,150,0,160,160
48,1390,1369,1384,1469,1467,90,150,0,160,160
49,1390,1371,1384,1469,1467,90,150,0,160,160
50,1390,1371,1384,1469,1467,90,150,0,160,160
51,1390,1373,1384,1469,1467,90,150,0,160,160
52,1390,1373,1384,1469,1467,90,150,0,160,160
53,1390,1373,1384,1469,1467,90,150,0,160,160
54,1390,1374,1384,1469,1467,90,150,0,160,160
55,1390,1374,1384,1469,1467,90,150,0,160,160
56,1390,1375,1384,1469,1467,90,150,0,160,160
57,1390,1375,1384,1469,1467,90,150,0,160,160
58,1390,1378,1384,1469,1467,90,150,0,160,160
59,1390,1378,1384,1469,1467,90,150,0,160,160
60,1390,1378,1384,1469,1467,90,150,150,160,160
61,1390,1378,1384,1469,1467,90,150,150,160,160
62,1390,1378,1384,1469,1468,1000,150,0,55,160
63,1388,1379,1384,1469,1468,1000,150,0,55,160
64,1388,1379,1384,1469,1468,1000,150,0,55,160
65,1388,1380,1384,1469,1467,100,150,0,260,160
66,1388,1380,1384,1469,1467,100,150,0,260,160
67,1388,1381,1385,1470,1467,100,45,0,160,55
68,1388,1381,1385,1470,1467,100,45,0,160,55
69,1388,1381,1385,1470,1467,100,145,135,160,155
70,1388,1381,1385,1470,1467,100,145,135,160,155
71,1387,1382,1385,1470,1467,1000,145,0,160,155
72,1387,1382,1385,1470,1467,1000,145,0,160,155
73,1387,1382,1385,1470,1467,105,145,130,160,155
74,1387,1382,1385,1470,1467,105,145,130,160,155
75,1387,1382,1385,1470,1467,105,145,130,160,155
76,1387,1383,1385,1470,1467,105,145,0,160,155
77,1387,1383,1385,1470,1467,105,145,0,160,155
78,1388,1383,1385,1470,1467,0,145,125,160,155
79,1388,1383,1385,1470,1467,0,145,125,160,155
80,1388,1383,1385,1469,1467,100,250,125,160,155
81,1388,1383,1385,1469,1467,100,250,125,160,155
82,1388,1384,1385,1469,1467,100,150,0,160,155
83,1388,1384,1385,1469,1467,100,150,0,160,155
84,1388,1384,1385,1469,1467,100,150,120,160,155
85,1388,1384,1385,1469,1467,100,150,120,160,155
86,1388,1384,1385,1469,1467,100,150,120,160,155
87,1390,1384,1384,1469,1467,0,150,120,160,260
88,1390,1384,1384,1469,1467,0,150,120,160,260
89,1390,1384,1384,1469,1467,90,150,120,160,160
90,1390,1384,1384,1469,1467,90,150,120,160,160
91,1391,1384,1383,1469,1467,0,150,120,160,265
92,1391,1384,1383,1469,1467,0,150,120,160,265
93,1391,1384,1383,1469,1467,85,150,120,160,165
94,1391,1384,1383,1469,1467,85,150,120,160,165
95,1391,1384,1383,1469,1467,85,150,120,160,165
96,1392,1384,1383,1469,1467,0,150,120,160,165
97,1392,1384,1383,1469,1467,0,150,120,160,165
98,1392,1384,1383,1469,1467,80,150,120,160,165
99,1392,1384,1383,1469,1467,80,150,120,160,165
100,1392,1384,1383,1469,1467,80,150,120,160,165
101,1392,1384,1383,1469,1467,80,150,120,160,165
102,1393,1384,1382,1469,1467,0,150,120,160,270
103,1393,1384,1382,1469,1467,0,150,120,160,270
104,1393,1384,1382,1469,1467,75,150,120,160,170
105,1393,1384,1382,1469,1467,75,150,120,160,170
106,1393,1384,1382,1469,1467,75,150,120,160,170
107,1393,1384,1381,1469,1467,75,150,120,160,275
108,1393,1384,1381,1469,1467,75,150,120,160,275
109,1394,1384,1381,1469,1467,0,150,120,160,175
110,1394,1384,1381,1469,1467,0,150,120,160,175
111,1394,1384,1381,1469,1467,70,150,120,160,175
112,1394,1384,1381,1469,1467,70,150,120,160,175
113,1394,1385,1380,1470,1467,70,45,0,160,280
114,1394,1385,1380,1470,1467,70,45,0,160,280
115,1394,1385,1380,1470,1467,70,145,115,160,285
116,1394,1385,1379,1470,1467,70,145,115,160,285
117,1394,1385,1379,1470,1467,70,145,115,160,285
118,1394,1385,1379,1470,1467,70,145,115,160,185
119,1394,1385,1379,1470,1467,70,145,115,160,185
120,1394,1385,1376,1470,1467,70,145,115,160,500
121,1394,1385,1376,1470,1467,70,145,115,160,500
122,1395,1385,1375,1470,1467,0,145,115,160,305
123,1395,1385,1375,1470,1467,0,145,115,160,305
124,1395,1385,1373,1470,1467,65,145,115,160,415
125,1395,1385,1373,1470,1467,65,145,115,160,415
126,1395,1385,1373,1470,1467,1000,145,115,160,425
127,1394,1385,1371,1470,1467,1000,145,115,160,425
128,1394,1385,1371,1470,1467,1000,145,115,160,425
129,1395,1385,1368,1470,1467,0,145,115,160,540
130,1395,1385,1368,1470,1467,0,145,115,160,540
131,1395,1385,1366,1469,1467,65,250,115,160,450
132,1395,1385,1366,1469,1467,65,250,115,160,450
133,1395,1385,1363,1469,1467,65,150,115,160,565
134,1395,1385,1363,1469,1467,65,150,115,160,565
135,1395,1385,1360,1469,1467,65,150,115,160,580
136,1395,1385,1360,1469,1467,65,150,115,160,580
137,1395,1385,1360,1469,1467,65,150,115,160,580
138,1395,1385,1358,1469,1467,65,150,115,160,490
139,1395,1385,1358,1469,1467,65,150,115,160,490
140,1394,1385,1357,1469,1467,1000,150,115,160,395
141,1394,1385,1357,1469,1467,1000,150,115,160,395
142,1394,1385,1355,1468,1467,70,255,115,160,505
143,1394,1385,1355,1468,1467,70,255,115,160,505
144,1394,1385,1354,1468,1466,70,155,115,265,410
145,1394,1385,1354,1468,1466,70,155,115,265,410
146,1394,1385,1354,1468,1466,0,155,115,165,310
147,1395,1385,1354,1468,1466,0,155,115,165,310
148,1395,1385,1354,1468,1466,0,155,115,165,310
149,1395,1385,1354,1468,1466,65,155,115,165,310
150,1395,1385,1354,1468,1466,65,155,115,165,310
151,1395,1385,1354,1469,1466,65,50,115,165,310
152,1395,1385,1354,1469,1466,65,50,115,165,310
153,1396,1386,1356,1469,1467,0,150,0,60,100
154,1396,1386,1356,1469,1467,0,150,0,60,100
155,1396,1386,1357,1470,1467,0,45,110,160,195
156,1397,1386,1357,1470,1467,0,45,110,160,195
157,1397,1386,1357,1470,1467,55,250,110,160,190
158,1397,1386,1358,1469,1467,55,250,110,160,190
159,1397,1386,1358,1469,1467,55,150,110,265,185
160,1398,1386,1359,1469,1466,0,150,110,265,185
161,1398,1386,1359,1469,1466,0,150,110,265,185
162,1398,1386,1360,1469,1466,50,150,110,165,180
