StartTime,CookTime,PlatenTime,CookZone,RearSP,MidSP,FrontSP,RearPID,MidPID,FrontPID
Time: 2016 Jan 22 09:35:34,153,10,3051,1406,1406,1406,"[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 1000, 1, 32767, -10, 22222]","[5, 1, 1, 10, 100, 1, 32767, -50, 22222]"
Time,RearTemp,MiddleTemp,FrontTemp,UpGrate,LoGrate,RearPWM,MiddlePWM,FrontPWM,UpPWM,LoPWM
0,1398,1401,1383,1469,1467,50,150,35,160,165
1,1398,1399,1383,1469,1467,50,150,1000,160,165
2,1398,1399,1383,1469,1467,50,150,1000,160,165
3,1394,1394,1383,1469,1467,1000,150,1000,160,165
4,1394,1394,1383,1469,1467,1000,150,1000,160,165
5,1384,1385,1383,1469,1467,1000,150,1000,160,165
6,1384,1385,1383,1469,1467,1000,150,1000,160,165
7,1384,1385,1384,1469,1467,1000,150,1000,160,60
8,1373,1376,1384,1469,1467,1000,150,1000,160,60
9,1373,1376,1384,1469,1467,1000,150,1000,160,160
10,1366,1369,1384,1469,1467,1000,150,1000,160,160
11,1366,1369,1384,1469,1467,1000,150,1000,160,160
12,1360,1362,1384,1469,1467,1000,150,1000,160,160
13,1360,1362,1384,1469,1467,1000,150,1000,160,160
14,1357,1357,1384,1469,1467,1000,150,1000,160,160
15,1357,1357,1384,1469,1467,1000,150,1000,160,160
16,1355,1353,1384,1469,1467,1000,150,1000,160,160
17,1355,1353,1384,1469,1467,1000,150,1000,160,160
18,1355,1353,1384,1469,1467,1000,150,1000,160,160
19,1354,1350,1384,1469,1467,1000,150,1000,160,160
20,1354,1350,1384,1469,1467,1000,150,1000,160,160
21,1352,1347,1384,1469,1467,1000,150,1000,160,160
22,1352,1347,1384,1469,1467,1000,150,1000,160,160
23,1353,1347,1384,1470,1468,0,45,305,55,160
24,1353,1347,1384,1470,1468,0,45,305,55,160
25,1353,1346,1382,1470,1467,275,145,1000,260,370
26,1353,1346,1382,1470,1467,275,145,1000,260,370
27,1353,1346,1376,1470,1467,275,145,310,160,800
28,1353,1346,1376,1470,1467,275,145,310,160,800
29,1353,1346,1376,1470,1466,275,145,310,265,935
30,1353,1346,1369,1470,1466,275,145,310,265,935
31,1353,1346,1369,1470,1466,0,250,0,165,1000
32,1354,1347,1356,1469,1466,0,250,0,165,1000
33,1354,1347,1356,1469,1466,0,250,0,165,1000
34,1355,1349,1341,1469,1466,0,150,0,165,1000
35,1355,1349,1341,1469,1466,0,150,0,165,1000
36,1355,1350,1324,1469,1466,265,150,0,165,1000
37,1355,1350,1324,1469,1466,265,150,0,165,1000
38,1355,1350,1307,1469,1466,0,150,0,165,1000
39,1356,1351,1307,1469,1466,0,150,0,165,1000
40,1356,1351,1307,1469,1466,0,150,0,165,1000
41,1357,1353,1289,1469,1466,0,150,0,165,1000
42,1357,1353,1289,1469,1466,0,150,0,165,1000
43,1358,1355,1273,1469,1466,0,150,0,165,1000
44,1358,1355,1273,1469,1466,0,150,0,165,1000
45,1358,1357,1258,1469,1466,250,150,0,165,1000
46,1358,1357,1258,1469,1466,250,150,0,165,1000
47,1359,1359,1247,1469,1466,0,150,0,165,1000
48,1359,1359,1247,1469,1466,0,150,0,165,1000
49,1359,1359,1237,1468,1466,0,255,0,165,1000
50,1360,1360,1237,1468,1466,0,255,0,165,1000
